,Customer Id,Age,Edu,Years Employed,Income,Card Debt,Other Debt,Defaulted,Address,DebtIncomeRatio,Category
72,73,30,2,12,98,2.935,4.121,0.0,NBA009,7.2,1
73,74,25,2,5,42,3.366,3.1439999999999997,,NBA003,15.5,5
74,75,29,1,9,33,0.6940000000000001,0.89,0.0,NBA002,4.8,5
75,76,33,1,5,18,0.985,1.337,0.0,NBA010,12.9,5
76,77,43,1,8,45,0.677,0.8079999999999999,0.0,NBA011,3.3,5
77,78,35,2,1,21,0.37,1.2890000000000001,0.0,NBA001,7.9,5
78,79,41,2,21,145,3.237,14.453,0.0,NBA022,12.2,4
79,80,46,2,18,55,0.419,2.001,,NBA018,4.4,1
80,81,33,1,12,68,1.3659999999999999,5.978,0.0,NBA012,10.8,1
81,82,30,3,0,65,3.9,15.405,1.0,NBA008,29.7,6
82,83,40,3,18,157,3.326,7.0360000000000005,0.0,NBA014,6.6,4
83,84,38,1,1,42,0.8909999999999999,2.931,,NBA009,9.1,5
84,85,49,2,11,51,0.5429999999999999,7.107,0.0,NBA001,15.0,1
85,86,26,1,0,15,0.386,0.424,,NBA002,5.4,5
86,87,22,4,0,25,1.4909999999999999,1.5590000000000002,,NBA001,12.2,3
87,88,29,2,2,16,0.433,1.247,,NBA004,10.5,5
88,89,28,2,8,31,1.492,1.05,1.0,NBA003,8.2,0
89,90,23,4,0,32,0.818,5.07,1.0,NBA004,18.4,0
90,91,37,2,11,75,0.633,1.992,0.0,NBA004,3.5,1
91,92,35,2,5,33,0.10300000000000001,0.821,0.0,NBA001,2.8,5
92,93,31,1,1,21,0.27699999999999997,0.248,1.0,NBA006,2.5,0
93,94,29,1,1,20,0.569,3.1510000000000002,1.0,NBA002,18.6,0
94,95,34,3,7,27,0.125,0.469,0.0,NBA000,2.2,3
95,96,47,2,7,49,0.254,0.187,,NBA024,0.9,1
96,97,37,1,5,27,0.419,2.119,,NBA011,9.4,5
97,98,38,1,10,34,0.036000000000000004,0.37200000000000005,0.0,NBA008,1.2,5
98,99,32,2,5,28,2.594,1.55,1.0,NBA000,14.8,0
99,100,22,3,0,20,0.21899999999999997,0.721,0.0,NBA002,4.7,5
100,101,30,1,7,33,1.165,7.2170000000000005,1.0,NBA002,25.4,6
101,102,38,4,13,126,7.6129999999999995,9.649,,NBA002,13.7,4
102,103,36,1,20,60,1.056,2.184,0.0,NBA015,5.4,1
103,104,44,1,5,48,1.97,2.35,1.0,NBA003,9.0,0
104,105,27,2,4,22,1.0859999999999999,1.818,1.0,NBA003,13.2,0
105,106,47,1,19,50,3.176,11.874,0.0,NBA007,30.1,4
106,107,41,1,7,32,0.07200000000000001,0.856,0.0,NBA022,2.9,5
107,108,25,1,8,27,1.0190000000000001,2.8689999999999998,0.0,NBA004,14.4,5
108,109,33,2,10,54,0.12,1.5,,NBA002,3.0,5
109,110,42,3,13,82,1.315,1.391,0.0,NBA000,3.3,1
110,111,36,1,14,53,1.8880000000000001,1.133,0.0,NBA017,5.7,1
111,112,25,4,0,32,2.14,3.492,0.0,NBA002,17.6,3
112,113,30,1,10,39,2.056,1.649,0.0,NBA011,9.5,5
113,114,24,1,0,16,1.0090000000000001,1.551,1.0,NBA002,16.0,0
114,115,32,1,7,23,0.861,1.393,,NBA010,9.8,5
115,116,39,2,9,32,1.43,0.682,0.0,NBA012,6.6,5
116,117,30,1,4,18,0.22699999999999998,1.699,0.0,NBA002,10.7,5
117,118,33,1,16,46,2.4,1.3259999999999998,,NBA012,8.1,1
118,119,32,2,12,63,5.55,5.916,0.0,NBA003,18.2,4
119,120,33,1,7,26,0.5429999999999999,1.0170000000000001,0.0,NBA006,6.0,5
120,121,29,2,6,21,0.369,2.046,0.0,NBA004,11.5,5
121,122,28,2,5,37,1.124,1.9469999999999998,0.0,NBA002,8.3,5
122,123,33,4,9,32,0.496,1.264,0.0,NBA008,5.5,3
123,124,39,2,16,53,0.6940000000000001,1.2670000000000001,0.0,NBA012,3.7,1
124,125,32,1,10,42,1.54,2.282,0.0,NBA011,9.1,5
125,126,46,1,9,72,0.828,2.772,,NBA006,5.0,1
126,127,32,2,3,47,0.429,0.46399999999999997,0.0,NBA013,1.9,5
127,128,28,2,5,25,0.33899999999999997,0.386,0.0,NBA006,2.9,5
128,129,26,1,2,21,1.023,3.135,0.0,NBA006,19.8,5
129,130,27,1,0,16,0.183,0.08900000000000001,0.0,NBA001,1.7,5
130,131,35,1,16,36,0.179,1.045,0.0,NBA015,3.4,1
131,132,35,1,16,57,1.143,4.842,0.0,NBA010,10.5,1
132,133,31,2,6,25,2.332,0.5429999999999999,0.0,NBA005,11.5,5
133,134,32,3,5,23,0.326,0.7090000000000001,0.0,NBA009,4.5,3
134,135,29,1,9,25,1.07,2.405,0.0,NBA000,13.9,5
135,136,35,4,4,29,1.844,1.3459999999999999,0.0,NBA016,11.0,3
136,137,48,2,21,86,0.146,0.8859999999999999,,NBA014,1.2,1
137,138,24,1,4,19,1.185,0.905,,NBA000,11.0,5
138,139,44,1,12,31,0.358,2.6489999999999996,0.0,NBA003,9.7,1
139,140,40,2,5,35,1.584,4.156000000000001,1.0,NBA012,16.4,6
140,141,36,2,13,41,2.918,3.806,1.0,NBA006,16.4,6
141,142,23,2,0,21,0.455,1.3719999999999999,0.0,NBA004,8.7,5
142,143,26,2,8,40,0.444,4.276,0.0,NBA001,11.8,5
143,144,30,1,8,23,0.762,1.9980000000000002,0.0,NBA006,12.0,5
144,145,34,1,12,68,7.817,9.251,1.0,NBA005,25.1,6
145,146,28,3,2,30,1.5219999999999998,4.448,0.0,NBA005,19.9,3
146,147,37,1,18,58,2.8680000000000003,3.1060000000000003,,NBA009,10.3,1
147,148,46,3,3,43,3.042,2.634,1.0,NBA013,13.2,6
148,149,24,2,1,42,0.838,1.556,0.0,NBA002,5.7,5
149,150,25,2,6,26,0.07,1.1,0.0,NBA002,4.5,5
150,151,33,1,14,37,0.19899999999999998,0.763,0.0,NBA002,2.6,5
151,152,46,1,7,41,0.585,9.009,,NBA006,23.4,4
152,153,38,3,4,31,1.3319999999999999,1.551,1.0,NBA006,9.3,0
153,154,47,1,3,21,0.068,3.1660000000000004,,NBA001,15.4,5
154,155,34,2,9,65,2.108,1.922,0.0,NBA009,6.2,5
155,156,35,1,16,37,4.213,2.151,,NBA000,17.2,1
156,157,39,1,22,113,0.987,1.9509999999999998,0.0,NBA009,2.6,1
157,158,44,1,24,101,2.992,2.6639999999999997,0.0,NBA010,5.6,1
158,159,28,2,1,24,1.338,2.766,1.0,NBA008,17.1,0
159,160,31,3,9,59,3.11,5.504,1.0,NBA007,14.6,6
160,161,24,1,1,20,0.325,0.495,,NBA000,4.1,5
161,162,36,3,13,39,2.801,4.687,0.0,NBA003,19.2,3
162,163,35,2,14,82,0.46799999999999997,0.188,0.0,NBA003,0.8,1
163,164,31,1,11,47,2.864,2.259,0.0,NBA012,10.9,5
164,165,28,2,6,22,0.65,1.88,0.0,NBA009,11.5,5
165,166,36,4,8,32,0.025,0.48700000000000004,0.0,NBA000,1.6,3
166,167,31,3,6,54,0.402,1.11,0.0,NBA008,2.8,3
167,168,30,1,11,27,0.07400000000000001,0.16899999999999998,0.0,NBA009,0.9,5
168,169,26,1,10,24,0.311,0.337,0.0,NBA006,2.7,5
169,170,48,4,3,45,0.975,3.435,0.0,NBA023,9.8,3
170,171,39,2,16,89,5.002,7.725,0.0,NBA009,14.3,4
171,172,31,1,7,20,0.111,2.349,0.0,NBA002,12.3,5
172,173,31,3,9,28,0.122,0.606,0.0,NBA002,2.6,3
173,174,27,3,3,45,0.292,4.658,1.0,NBA004,11.0,0
174,175,31,1,13,27,0.23800000000000002,1.112,0.0,NBA012,5.0,5
175,176,53,1,0,27,2.7539999999999996,5.0489999999999995,1.0,NBA026,28.9,6
176,177,40,1,15,55,0.856,2.169,0.0,NBA014,5.5,1
177,178,26,1,7,22,0.209,0.9129999999999999,0.0,NBA003,5.1,5
178,179,29,2,5,36,3.491,0.973,1.0,NBA004,12.4,0
179,180,52,1,19,89,0.397,3.786,0.0,NBA025,4.7,1
180,181,39,2,2,46,4.004,3.3560000000000003,1.0,NBA012,16.0,6
181,182,33,2,13,40,0.18100000000000002,2.699,0.0,NBA002,7.2,5
182,183,24,1,7,21,0.52,0.8029999999999999,0.0,NBA002,6.3,5
183,184,47,1,29,129,20.561,12.075999999999999,1.0,NBA018,25.3,7
184,185,41,3,2,15,1.9609999999999999,1.984,1.0,NBA000,26.3,6
185,186,26,2,6,45,6.0489999999999995,5.651,0.0,NBA007,26.0,6
186,187,48,1,3,24,0.764,0.9159999999999999,0.0,NBA007,7.0,5
187,188,37,1,13,24,0.602,1.534,0.0,NBA005,8.9,5
188,189,37,1,20,41,0.899,4.39,,NBA013,12.9,1
189,190,46,4,7,73,0.556,0.247,,NBA016,1.1,3
190,191,30,1,8,27,3.7439999999999998,1.7369999999999999,,NBA011,20.3,5
191,192,47,1,15,30,2.2119999999999997,5.138,0.0,NBA001,24.5,4
192,193,37,3,16,75,0.022000000000000002,0.053,,NBA008,0.1,1
193,194,37,2,0,31,0.11800000000000001,0.161,1.0,NBA013,0.9,0
194,195,40,2,15,73,1.033,1.449,0.0,NBA016,3.4,1
195,196,35,3,5,30,1.526,1.6540000000000001,,NBA013,10.6,3
196,197,21,2,0,16,0.15,0.938,0.0,NBA001,6.8,5
197,198,52,1,24,64,3.93,2.47,0.0,NBA014,10.0,1
198,199,47,3,16,221,15.792,23.104,1.0,NBA026,17.6,7
199,200,41,3,0,26,0.099,0.34299999999999997,0.0,NBA021,1.7,3
200,201,47,1,27,113,2.381,8.015,0.0,NBA008,9.2,4
201,202,38,2,0,21,0.612,0.354,,NBA018,4.6,5
202,203,22,3,1,25,1.9769999999999999,1.473,1.0,NBA003,13.8,0
203,204,39,1,8,21,0.276,0.564,0.0,NBA000,4.0,5
204,205,45,1,8,27,0.41600000000000004,0.28600000000000003,,NBA025,2.6,1
205,206,51,1,10,44,4.96,0.848,1.0,NBA001,13.2,6
206,207,33,2,10,26,0.031,0.775,0.0,NBA004,3.1,5
207,208,43,1,25,242,1.636,4.656000000000001,0.0,NBA016,2.6,4
208,209,40,1,22,95,0.633,2.787,0.0,NBA004,3.6,1
209,210,27,4,2,23,0.32,0.991,1.0,NBA008,5.7,0
210,211,31,1,11,25,0.141,2.134,0.0,NBA008,9.1,5
211,212,34,1,10,48,0.264,2.184,,NBA012,5.1,5
212,213,37,1,9,57,1.357,1.778,0.0,NBA008,5.5,5
213,214,44,4,18,78,0.565,0.215,,NBA023,1.0,3
214,215,42,1,3,24,0.667,1.8769999999999998,0.0,NBA010,10.6,5
215,216,25,1,3,16,1.011,1.837,1.0,NBA002,17.8,0
216,217,39,2,7,68,1.0170000000000001,7.8229999999999995,1.0,NBA002,13.0,6
217,218,26,4,1,64,7.754,7.1579999999999995,,NBA006,23.3,6
218,219,36,1,19,45,0.92,4.525,,NBA008,12.1,1
219,220,48,1,15,60,0.321,0.9390000000000001,0.0,NBA005,2.1,1
220,221,21,2,0,21,0.488,2.137,1.0,NBA002,12.5,0
221,222,40,3,17,116,2.5610000000000004,4.399,0.0,NBA011,6.0,1
222,223,31,2,9,30,0.602,1.138,0.0,NBA001,5.8,5
223,224,23,4,0,23,0.46799999999999997,1.073,0.0,NBA002,6.7,3
224,225,31,1,6,21,0.7290000000000001,1.014,0.0,NBA009,8.3,5
225,226,31,1,7,23,0.225,0.902,0.0,NBA010,4.9,5
226,227,50,3,18,102,5.782,8.6,0.0,NBA027,14.1,4
227,228,29,1,1,31,0.156,2.324,0.0,NBA008,8.0,5
228,229,37,3,5,29,1.405,5.729,0.0,NBA017,24.6,6
229,230,46,1,16,52,3.032,3.676,1.0,NBA018,12.9,6
230,231,39,1,9,35,0.233,1.517,0.0,NBA006,5.0,5
231,232,34,1,14,28,1.138,3.622,0.0,NBA008,17.0,5
232,233,27,1,11,56,4.637,4.827,0.0,NBA008,16.9,5
233,234,23,1,6,15,1.375,0.53,,NBA002,12.7,5
234,235,41,1,24,83,6.5889999999999995,5.031000000000001,0.0,NBA012,14.0,4
235,236,29,1,1,18,0.03,0.168,0.0,NBA001,1.1,5
236,237,44,1,19,40,0.344,4.016,,NBA009,10.9,1
237,238,24,2,0,15,0.321,2.094,1.0,NBA002,16.1,0
238,239,32,3,9,51,2.6860000000000004,9.044,0.0,NBA010,23.0,6
239,240,23,2,3,34,0.262,1.234,0.0,NBA004,4.4,5
240,241,31,1,4,28,0.29100000000000004,2.873,0.0,NBA010,11.3,5
241,242,36,1,15,39,0.6859999999999999,0.562,0.0,NBA010,3.2,1
242,243,25,1,3,31,0.8809999999999999,1.63,,NBA005,8.1,5
243,244,26,1,10,32,0.126,1.3780000000000001,0.0,NBA002,4.7,5
244,245,43,1,4,26,0.7509999999999999,1.095,,NBA011,7.1,5
245,246,47,1,29,169,0.349,3.3689999999999998,,NBA020,2.2,1
246,247,43,1,10,69,0.41100000000000003,4.005,0.0,NBA009,6.4,1
247,248,37,1,18,54,4.593,1.9409999999999998,0.0,NBA008,12.1,1
248,249,35,4,10,45,1.04,2.785,,NBA012,8.5,3
249,250,28,4,1,26,0.377,2.847,0.0,NBA003,12.4,3
250,251,28,1,8,30,0.613,1.547,0.0,NBA006,7.2,5
251,252,26,3,2,37,0.205,5.0489999999999995,0.0,NBA001,14.2,3
252,253,39,1,10,31,0.185,1.3030000000000002,0.0,NBA004,4.8,5
253,254,34,2,3,21,1.402,3.449,0.0,NBA008,23.1,5
254,255,51,3,16,82,2.605,1.003,0.0,NBA025,4.4,1
255,256,28,2,3,41,5.897,4.394,1.0,NBA004,25.1,6
256,257,39,1,20,39,0.774,2.424,0.0,NBA012,8.2,1
257,258,23,1,3,19,0.27899999999999997,1.317,1.0,NBA000,8.4,0
258,259,23,1,3,13,0.046,0.35700000000000004,,NBA004,3.1,5
259,260,21,1,4,26,1.421,0.893,0.0,NBA000,8.9,5
260,261,40,1,3,23,0.409,1.178,0.0,NBA013,6.9,5
261,262,26,4,1,92,6.506,5.454,,NBA005,13.0,3
262,263,32,2,12,54,3.196,4.58,0.0,NBA001,14.4,1
263,264,29,3,3,50,0.259,0.941,1.0,NBA003,2.4,0
264,265,43,1,25,64,0.951,9.737,0.0,NBA021,16.7,4
265,266,55,1,3,40,0.563,2.637,1.0,NBA011,8.0,0
266,267,30,1,12,40,1.249,1.551,,NBA004,7.0,5
267,268,38,3,15,63,5.091,3.3510000000000004,0.0,NBA018,13.4,4
268,269,40,1,2,28,0.185,1.8030000000000002,0.0,NBA003,7.1,5
269,270,43,1,12,38,0.129,1.239,0.0,NBA011,3.6,1
270,271,35,2,1,24,0.591,2.4090000000000003,1.0,NBA008,12.5,0
271,272,24,1,8,24,0.382,0.818,0.0,NBA004,5.0,5
272,273,35,1,11,40,0.5720000000000001,0.588,,NBA009,2.9,5
273,274,39,2,18,47,1.565,2.0069999999999997,,NBA018,7.6,1
274,275,41,2,5,25,0.39299999999999996,2.157,0.0,NBA005,10.2,5
275,276,28,1,2,17,0.19899999999999998,0.226,1.0,NBA002,2.5,0
276,277,24,2,2,28,1.787,3.057,1.0,NBA000,17.3,0
277,278,40,3,3,55,1.751,7.324,1.0,NBA015,16.5,6
278,279,29,1,8,27,0.402,2.244,0.0,NBA006,9.8,5
279,280,26,2,4,28,0.226,2.434,0.0,NBA003,9.5,5
280,281,27,1,5,26,0.13,0.182,,NBA005,1.2,5
281,282,50,1,30,150,13.552999999999999,35.196999999999996,,NBA008,32.5,7
282,283,41,1,15,120,2.659,0.821,0.0,NBA014,2.9,1
283,284,26,1,0,14,0.256,1.214,0.0,NBA000,10.5,5
284,285,48,1,22,100,3.7039999999999997,5.396,0.0,NBA015,9.1,4
285,286,35,2,1,24,0.41700000000000004,1.455,,NBA011,7.8,5
286,287,35,1,15,77,5.501,2.661,0.0,NBA001,10.6,1
287,288,23,1,7,31,0.33799999999999997,1.7080000000000002,0.0,NBA002,6.6,5
288,289,39,2,20,101,0.341,1.073,0.0,NBA017,1.4,1
289,290,38,1,21,58,4.584,4.986000000000001,0.0,NBA016,16.5,4
290,291,30,1,4,33,0.5,0.8859999999999999,0.0,NBA000,4.2,5
291,292,44,2,8,43,0.555,1.595,,NBA018,5.0,1
292,293,33,1,0,23,0.077,0.13,0.0,NBA012,0.9,5
293,294,34,1,15,39,4.373,5.26,1.0,NBA002,24.7,6
294,295,27,2,6,34,0.23800000000000002,1.258,0.0,NBA001,4.4,5
295,296,30,1,1,22,1.139,1.171,0.0,NBA010,10.5,5
296,297,27,2,1,20,0.377,1.683,1.0,NBA000,10.3,0
297,298,29,1,9,30,0.155,2.305,0.0,NBA008,8.2,5
298,299,25,4,1,34,0.133,2.7569999999999997,1.0,NBA001,8.5,0
299,300,41,1,23,91,0.573,11.894,0.0,NBA002,13.7,4
300,301,42,2,11,73,2.8689999999999998,2.095,0.0,NBA005,6.8,1
301,302,38,3,12,64,0.895,2.8169999999999997,0.0,NBA018,5.8,3
302,303,23,1,5,17,0.302,1.041,0.0,NBA002,7.9,5
303,304,33,1,2,24,1.041,1.263,0.0,NBA010,9.6,5
304,305,31,1,2,22,1.739,1.869,1.0,NBA002,16.4,0
305,306,37,2,6,62,1.186,4.084,0.0,NBA013,8.5,5
306,307,40,1,10,45,2.013,6.447,0.0,NBA015,18.8,4
307,308,31,1,3,16,3.065,2.103,,NBA005,32.3,6
308,309,35,2,3,40,1.8030000000000002,5.077,1.0,NBA011,17.2,6
309,310,38,1,6,41,0.266,3.383,0.0,NBA000,8.9,5
310,311,30,2,8,56,0.33299999999999996,3.2510000000000003,0.0,NBA004,6.4,5
311,312,30,1,1,17,0.746,1.124,0.0,NBA008,11.0,5
312,313,44,1,2,22,1.092,1.02,,NBA015,9.6,5
313,314,29,2,3,15,0.147,0.243,0.0,NBA008,2.6,5
314,315,39,1,19,45,0.9159999999999999,0.7490000000000001,0.0,NBA016,3.7,1
315,316,26,1,0,17,0.142,0.708,,NBA005,5.0,5
316,317,36,1,5,27,0.7240000000000001,1.166,,NBA002,7.0,5
317,318,31,2,0,27,1.089,2.367,1.0,NBA004,12.8,0
318,319,38,2,12,40,0.898,1.1420000000000001,,NBA014,5.1,1
319,320,38,1,0,23,0.898,0.965,1.0,NBA008,8.1,0
320,321,41,3,13,91,2.316,20.616,1.0,NBA013,25.2,4
321,322,41,2,2,30,0.113,1.8969999999999998,0.0,NBA022,6.7,5
322,323,45,3,5,94,3.612,6.257999999999999,1.0,NBA017,10.5,6
323,324,24,1,4,23,0.242,0.885,,NBA001,4.9,5
324,325,22,1,4,16,0.084,0.10800000000000001,0.0,NBA001,1.2,5
325,326,34,1,13,56,0.8640000000000001,2.552,0.0,NBA008,6.1,1
326,327,25,1,0,18,0.514,2.888,1.0,NBA002,18.9,0
327,328,29,2,6,18,0.45,0.46799999999999997,1.0,NBA007,5.1,0
328,329,35,2,13,105,1.4180000000000001,0.5770000000000001,0.0,NBA003,1.9,1
329,330,39,1,19,48,1.93,4.3580000000000005,0.0,NBA005,13.1,1
330,331,34,1,17,59,1.808,2.912,0.0,NBA003,8.0,1
331,332,44,2,21,113,3.1919999999999997,11.724,0.0,NBA014,13.2,4
332,333,23,2,0,21,0.7759999999999999,1.618,1.0,NBA002,11.4,0
333,334,46,1,6,31,1.986,1.796,0.0,NBA019,12.2,1
334,335,41,4,9,47,0.43700000000000006,1.913,0.0,NBA013,5.0,3
335,336,52,1,9,24,0.802,3.806,1.0,NBA011,19.2,6
336,337,23,1,1,17,0.012,0.26,0.0,NBA000,1.6,5
337,338,48,1,28,70,4.334,4.066,0.0,NBA025,12.0,4
338,339,35,1,10,24,1.084,4.0280000000000005,,NBA003,21.3,5
339,340,53,2,16,44,1.3330000000000002,1.131,0.0,NBA031,5.6,1
340,341,39,3,11,39,2.5610000000000004,2.47,0.0,NBA017,12.9,3
341,342,37,1,20,56,0.5429999999999999,0.521,0.0,NBA002,1.9,1
342,343,34,1,12,32,0.239,0.625,,NBA015,2.7,5
343,344,49,2,2,20,0.379,3.0010000000000003,1.0,NBA013,16.9,6
344,345,39,1,23,75,3.133,11.042,0.0,NBA001,18.9,4
345,346,42,2,7,41,0.941,0.945,0.0,NBA023,4.6,1
346,347,28,2,1,16,0.574,1.778,0.0,NBA004,14.7,5
347,348,27,3,5,75,2.207,2.5180000000000002,0.0,NBA001,6.3,3
348,349,24,1,2,21,0.025,0.10099999999999999,0.0,NBA001,0.6,5
349,350,34,1,5,33,0.778,1.631,0.0,NBA003,7.3,5
350,351,47,1,31,136,14.231,17.185,1.0,NBA009,23.1,7
351,352,26,4,1,27,0.312,0.47100000000000003,0.0,NBA007,2.9,3
352,353,35,1,17,42,0.09300000000000001,1.167,0.0,NBA004,3.0,1
353,354,31,1,6,33,0.146,1.24,0.0,NBA012,4.2,5
354,355,29,1,13,27,0.069,0.552,0.0,NBA007,2.3,5
355,356,44,1,9,33,0.546,1.17,0.0,NBA020,5.2,1
356,357,40,2,13,102,6.227,13.050999999999998,1.0,NBA011,18.9,4
357,358,36,4,1,30,0.324,3.1260000000000003,0.0,NBA017,11.5,3
358,359,32,3,6,22,0.385,1.089,,NBA012,6.7,3
359,360,21,1,1,18,0.159,2.955,0.0,NBA001,17.3,5
360,361,42,4,15,186,2.404,4.292,0.0,NBA008,3.6,4
361,362,37,2,4,20,0.174,4.166,1.0,NBA011,21.7,6
362,363,24,1,6,21,0.10800000000000001,0.9840000000000001,0.0,NBA002,5.2,5
363,364,24,4,0,29,0.59,1.324,1.0,NBA003,6.6,0
364,365,46,3,4,73,2.2230000000000003,1.719,0.0,NBA017,5.4,3
365,366,28,1,2,16,0.871,1.561,0.0,NBA009,15.2,5
366,367,41,1,16,68,0.44799999999999995,3.2239999999999998,0.0,NBA017,5.4,1
367,368,46,5,15,126,0.47700000000000004,3.429,0.0,NBA000,3.1,3
368,369,51,2,22,120,4.14,4.98,0.0,NBA023,7.6,4
369,370,36,1,17,54,0.727,1.649,0.0,NBA006,4.4,1
370,371,25,1,1,20,0.47200000000000003,0.868,1.0,NBA000,6.7,0
371,372,27,2,3,33,1.633,2.7230000000000003,0.0,NBA005,13.2,5
372,373,43,1,23,72,1.182,4.29,0.0,NBA019,7.6,1
373,374,53,1,6,27,0.594,1.1340000000000001,1.0,NBA007,6.4,0
374,375,32,1,4,16,0.894,3.6660000000000004,1.0,NBA003,28.5,6
375,376,36,1,0,25,2.778,2.147,0.0,NBA013,19.7,5
376,377,29,2,9,30,3.6460000000000004,2.864,,NBA008,21.7,6
